Nombre del estudio,Dirección,Barrio,Teléfono,Email,Instagram,Seguidores,Puntaje x reserñas,Web,Fabricantes Ref,Diseño,App,Opiniones,Presentación,Servicios adicionales,Horario,Código Plus,Fuente de datos,Fecha de recolección,Observacciones,
Art Pilates,C1107 Cdad. Autónoma de Buenos Aires,Puerto Madero,1137735555,,https://www.instagram.com/artpilates_puertomadero/#,11 mil,"5,0x20",,Studio moderna pilates,"Moderno, iluminado.",,"Hace 4 meses: Es un lugar y ambiente hermoso, 100% producto de Belen, excelente profesora y profesional, pero además excelente persona con una energía única. Pilates desde un lado mucho más personalizado, cuidándote el cuerpo y mejorándolo constantemente!",-,"Reformer, Chair, Barrel, Cadillac",Lunes-viernes 8 a. m.–9 p. m. sábado y domingo 9 a. m.–5 p. m.,"9JMQ+P5 Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram",07-08-25,Atención personalizada. Tiene una nota en Caras. Estuvo el Dibu Martínez. La instructora formada como bailarina.,
Madero Soul,"Azucena Maizani, Olga Cossettini 1174, C1107 Cdad. Autónoma de Buenos Aires",Puerto Madero,1133075866,,https://www.instagram.com/maderosoul/?hl=es#,175,"3,4x5",,-,Básico.,,"Para pilates hay que reservar cama pero la amplitud de turnos es fantástica. El personal es atento, aunque podría cuidar algunos aspectos.",-,"Entrenamiento Funcional,Reformer, Zumba,Yoga Stretching, GAP, Box","Lunes- viernes de 9 a. m.–9 p. m. sábado, 11 a. m.–5 p. m.","9JQP+HV Buenos Aires, Cdad. Autónoma de Buenos Aires",google maps Instagram,07-08-25,Es un espacio grande donde practicas diversos entrenamientos.,
Pilates Motus Tacuari,"Tacuarí 20, C1071 Cdad. Autónoma de Buenos Aires",San Nicolás,111531691561,motuspilates2023@gmail.com,https://www.instagram.com/motus_caba/#,830,"5,0x37",,Studio moderna pilates,"Amplio, iluminados, equipos variados y nuevos, reformer clásicos. Pelotas grises, plantas.",,"Hace 3 meses: Facilmente es el mejor lugar de pilates. Sin importar lo mucho o poco qué sepas, las profes son muy dedicadas, te guian y supervisan cada movimiento. El ambiente es tranquilo y muy chevere. Desde el primer momento te sientes. bienvenida! Siempre que puedo vuelvo con ánimo. Super recomendado…","Motus, significa movimiento.",,"Lunes a viernes, 8 a. m.–7:30 p. m. sábado, 9 a. m.–12 a. m.","9JRC+J9 Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram",13-08-25,Tiene dos sucursales: Av de mayo 580 y Tacuari 20. La profe vinculada a la danza.,
SOMA PILATES,"Florida 165, C1005AAC Cdad. Autónoma de Buenos Aires",San Nicolás,911 3087 4614,,https://www.instagram.com/soma.pilates/?hl=es-la#,4682,"4,9x69",http://www.somapilates.com.ar/,P&P,"Reformer clásicos, paredes diseñadas con flores dibujadas, pelotas rojas.",Somapilates,"Hace 2 años: Extraordinario lugar, impecable, tranquilo, fácil acceso para solicitar y cambiar turnos. Trato amable, presios accesibles.","Soma Pilates fue creado en el año 2008 por Matías y Soledad, dueña de Bive Pilates",El estudio cuenta con un sector climatizado de 7 cambiadores y espacio de guardado.,De Lunes a viernes de 8:00 a 20:00.,"9JVG+G2 Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, intagram, web",13-08-25,"Está en Galería Güemes, clases online y presenciales.",
Sankalpa Pilates y Yoga,"Maipú 484, C1007 Cdad. Autónoma de Buenos Aires",San Nicolás,1173637119,,https://www.instagram.com/sankalpapilatesyoga?igshid=1iwhl1cxnyga#,6607,"5,0x64",,Studio moderna pilates,"Tonalidades malvas, sillón, dibujo de pared, reformers clásicos, espacio pequeño y bien equipado.",siguefit.com,Hace 11 meses: Luz es todo lo que está bien. No es improvisada está altamente calificada con años de experiencia en rehabilitación y además de profe es kinesióloga entre otras cosas. No existe clase en que no dejes tus dolores ahí y te bajas con una sonrisa. Al toque del obelisco con precios accesibles.,-,"Pilates, Fit, Yoga Pilates Terapéutico",Lu a Vi 7.30 a 20.30 h,"9JWF+X7 Buenos Aires, Cdad. Autónoma de Buenos Aires","Instagram, googlemaps",13-08-25,Ofrece instructorado. La profe tiene formación en kinesiología.,
Be Balance StudioPilates Microcentro,"Tucumán 810, C1425 Cdad. Autónoma de Buenos Aires",San Nicolás,1124553798,,https://www.instagram.com/bebalancestudio/#,7947,"4,9x80",https://bebalancestudiopilates.com/,-,"Básico, reformer clásicos, pelotas azules.",,Hace 3 días:Excelente lugar para hacer pilates. Excelentes profesores. Cada uno con su estilo pero son lo máximo. Muy contenta de haber encontrado este lugar por recomendación de una amiga.,"En Be Balance Studio brindamos clases de pilates contemporáneo. A los ejercicios originales ""clásicos"", le damos una visión mas moderna y enérgica que permite un mayor.","Masajes, Electrodos","Lunes a viernes, 8 a. m.–8 p. m. sábado, 11:30 a. m.–12:30 p. m.","9JXC+FJ Buenos Aires, Cdad. Autónoma de Buenos Aires","Google mas, web, instagram",13-08-25,Tiene 4 sedes.,
KUMARA PILATES & FIT BARRE,"Viamonte 783, C1053 Cdad. Autónoma de Buenos Aires",San Nicolás,298315503540,,https://www.instagram.com/kumaraestudio,1790,"5,0x29",,-,Básico,,"Hace 10 meses: Estoy yendo a las clases de pilates con Martu y no puedo estar más contenta. Desde el primer día, su forma de enseñar es excelente. Explica cada ejercicio de manera clara y detallada, lo que hace que todo sea mucho más fácil de entender y de hacer.",Pilates Mat,FITBARRE Y DANCE,"Lunes 8–11 a. m., 6–7 p. m. miércoles, 8–11 a. m., 6–9 p. m. viernes, 8–11 a. m., 7–9 p. m.","CJ2C+2R Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, intagram",13-08-25,No tiene reformers.,
KALON PILATES REFORMER,"Tucumán 983, C1049AAS Cdad. Autónoma de Buenos Aires",San Nicolás,1172401176,,https://www.instagram.com/kalon_pilatesreformer/#,119,"5,0x13",,-,"Reformers clásicos, pelotas grises, luces que varían de color.",,"una semana atrás: Me encanto!!! El lugar es hermoso, calido y super moderno. La iluminacion es increible igual que la musica. Los vestuarios impecable. La profesora Ana es muy clara con las explicaciones , te hace demostracion de todos los ejercicios. Es una genia total. El mejor lugar para hacer Pilates",-,,"Lunes y jueves, 4–7 p. m. martes y viernes, 8 a. m.–12 p. m. miércoles, 12–3 p. m. sábado, 9 a. m.–1 p. m.","9JX9+FM Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram",13-08-25,,
CASA DE MOVIMIENTO Pilates Studio,"Libertad 400, C1012 Cdad. Autónoma de Buenos Aires",San Nicolás,1173608384,,https://www.instagram.com/casademovimientopilates/?hl=es#,3183,"5,0x59",,Studio moderna Pilates,"Básico. Pelotas malvas, reformer clásicos.",,"Hace 3 meses: Súper recomendable, todas las profes son un amor, y es un lugar donde realmente trabajas tu cuerpo !! Amo Casa de movimiento!",Te ayudo a potenciar tu rendimiento físico y mejorar tu calidad de vida.,,"Lunes a viernes, 7:45 a. m.–8:30 p. m. sábado, 10 a. m.–1 p. m.","9JW8+CH Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, instagram",13-08-25,,
Espacio Raíz Pilates y Yoga,"Uruguay 667, C1015ABM Cdad. Autónoma de Buenos Aires",San Nicolás,1166476533,,https://www.instagram.com/espacioraiz.terapiasarmonicas/#,3342,"5,0x52",,-,"Básico, reformer rojo.",,"Hace un mes: Un espacio bello para entrenar tu cuerpo con pilates, despejar tu mente y arrancar el dia de la mejor manera. La profe meli es lo más! Recomiendo fuerte","Somos un centro de terapias, especializados en promover la salud y el bienestar a través de diferentes trabajos y métodos, con una mirada integral y holística.Acompañamos procesos personales, brindando herramientas que permiten que te conectes con la capacidad del autoamor y la sanación, despertando la potencialidad propia de cada ser, como un recurso innato, y no como algo externo.Nuestra filosofía se basa en nuestra firme convicción de que el ser humano posee infinitos recursos para encontrar su propio bienestar y el equilibrio, en cualquier momento, en cualquier lugar y en cualquier circunstancia. Nuestra tarea, es aportar herramientas para que permitas que esa luz, que se esconde en tu propio ser brille a través de tu forma.",Terapias,"Lunes a viernes, 8 a. m.–8 p. m.","9JX7+J9 Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, inatagram",13-08-25,,
S Circuit Pilates Reformer,"Viamonte 1755, C1055 Cdad. Autónoma de Buenos Aires",San Nicolás,1160133800,,https://www.instagram.com/pilatescircuito.sd/#,1132,,,Del Rio,"Equipamiento variado, espacio amplio, iluminado.",,-,Método Circuito| Pilates | Full power,,"Lunes- viernes, 7 a. m.–8 p. m.Sábado, 10 a. m.–1 p. m.","9JX5+Q5 Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram",13-08-25,Información muy variada y dispersa,
Teseo.Pilates Funcional,"Rodríguez Peña 336, C1020 ADH, Cdad. Autónoma de Buenos Aires",San Nicolás,1161165664,,https://www.instagram.com/teseostudio#,8164,"5,0x103",,Fox,Básico.,Siguefit.com,"Hace 5 meses: Me gustaron las clases y las profes. El lugar siempre ordenado y limpio. No me gustó que cuando informé que no continuaría el mes siguiente me echaron instantáneamente del grupo de notificaciones de WhatsApp, pese a que todavía faltaba una semana para finalizar el mes y justamente está para informar eventualidades sobre las clases y posibles cancelaciones.",-,"Pilates Reformer, Mat, TRX & Kettlebel","Lunes y viernes, 8 a. m.–12 p. m., 5–8 p. m. martes y jueves 8 a. m.–12 p. m., 3–9 p. m. viernes, 8 a. m.–12 p. m., 5–8 p. m. sábado, 9 a. m.–1 p. m.",9JV5+XH Cdad. Autónoma de Buenos Aires,"Google maps, instagram",13-08-25,,
Pilates postural y estiramiento VK,"Rodríguez Peña 382, C1037 Cdad. Autónoma de Buenos Aires",San Nicolás,1127198235,,https://instagram.com/pilates.postural.vk?igshid=YmMyMTA2M2Y=,1107,"4,8x33",,P&P,"Básico, colorido.",,"Hace 2 años: Nunca tenía antes practicado el Pilates, desde el primer día de clase el Prof. Agustín fue muy amable y respetable con los límites de mi cuerpo, de mis dolores y siempre con atención en nuestros movimientos. ¡Fue la mejor cosa que empecé a hacer, para mi salud, para mi cuerpo, para relajarme y hasta reír un poco!",-,,"Lunes - viernes, 8 a. m.–8 p. m. sábado, 10 a. m.–12 a. m.","9JW5+4J Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, intagram",13-08-25,,
Releve Pilates,"Paraná 26 3M, C1017AAB Cdad. Autónoma de Buenos Aires",San Nicolás,1123264385,,https://www.instagram.com/relevepilates/?hl=es#,3811,"4,8x27",http://www.relevepilates.com.ar/,P&P,"Espacio pequeño, tonalidades en torno al azul.",,"3 semanas atrás. Nueva Por suerte encontre este lugar! Las clases son buenisimas, dinamicas super personalizadas y respetuosas segun los avances de cada alumno. Vicky y todas las profesoras son super profesionales, siempre atentas a los detalles posturales, muy pedagogicas y calidas. El espacio es muy lindo y muy completo en cuanto a equipamiento para entrenar. Lo recomiendo sin dudas!","Relevé se inició allá por el 2012 en un pequeño salón dentro de un departamento en el Barrio del Abasto. Nació como un emprendimiento dispuesto a generar un espacio de trabajo distinto, a conciencia, dentro de la vorágine cotidiana en la que vivimos. En el 2014 se trasladó a este hermoso edificio histórico en pleno centro de la ciudad, creando una comunidad de pilates donde cada alumno es invitado a una búsqueda corporal, un desafío diario para encontrar nuevos lugares, aplicarlos en su vida cotidiana y luego compartir con orgullo las buenas nuevas de sus descubrimientos.",,"Lunes a Viernes | 8.00 – 9.00 – 10.00 hs. Lunes, Miércoles y Viernes | 17.00 – 18.00 – 19.00 – 20.00 hs. Martes | 12.00 – 13.00 hs.Martes y Jueves | 16.00 – 17.00 – 18.00 – 19.00 hs. Sábados | 10.00 – 11.00 – 12.00 hs.","9JR6+GV Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, IG",12-11-25,Hacen Retiro de Pilates,
Espiral Pilates,"Av. Rivadavia 1545, C1019 Cdad. Autónoma de Buenos Aires",San Nicolás,1123876723,,https://www.instagram.com/espiral_pilates?igsh=MXVyOHVyeDRiNjcwMg==&utm_source=qr,1552,"5,0x30",,Studio moderna Pilates,"Tonalidades verdes-turquesa. Amplio, equipado.",,"3 semanas atrásNueva. Hacia tiempo que en un lugar de actividad física todo se alineara para que cada clase yo fuera entusiasmada y sin excusas. Espiral Pilates es desde casi hace un año el lugar donde me siento feliz cómoda con mi cuerpo y los profesores que brindan clases muy profesionales y cuidadas para cada uno de los que vamos. Cada profe es muy comprometido en sus clases;tome clases con todos y doy fe de eso. Espero cada martes y jueves para ir. Gracias Maxi, Lore, Vicky,Sol,Lu, y Nati!!!!","En Teseo no venís a “moverte un rato”. Venís a entrenar en serio. A comprometerte con tu proceso. A salir del dolor crónico, a corregir tu postura, a hacerte fuerte desde adentro",,"Lunes a jueves de 8 a. m.–9 p. m. viernes, 8:30 a. m.–9 p. m. sábado, 10 a. m.–1 p. m.","9JR6+FG Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, IG",12-11-25,Miembro de la Camara,
Teseo | Pilates Funcional,"Rodríguez Peña 336, C1020 ADH, Cdad. Autónoma de Buenos Aires",San Nicolás,1161165664,,http://www.instagram.com/teseostudio,8704,"5,0x118",,FOX,"Básico, colorido.",Siguefit.com,"Hace un mes: Teseo es alto lugar 💖 siempre me costó ser constante con la actividad física y con las clases en teseo me re enganché. Me gusta que nos presten atención a todes y que sean cuidadosos con la gente que lo requiere por distintos motivos. Las clases son siempre distintas, exigentes y divertidas y el ambiente también es re lindo. Ari es lo más y siempre se ocupa de que el estudio esté lindo, limpio y los reformers bien cuidados. Además tiene altas playlists",-,,"Lunes y miércoles 8 a. m.–12 p. m., 5–8 p. m. martes y viernes 8 a. m.–12 p. m., 5–9 p. m. jueves, 8 a. m.–12 p. m., 3–9 p. m.",9JV5+XH Cdad. Autónoma de Buenos Aires,"Google maps, IG",12-11-25,"Miembro de la Camara, mensajes medios pesado en IG…",
Arena Pilates,"Av. Corrientes 598 Local 18 primer piso, B1636 Olivos, Cdad. Autónoma de Buenos Aires",San Nicolás,1124504127,,-,,"5,0x2",,-,-,,3 semanas atrásNueva Un lugar re lindo para hacer ejercici! Vicly es lo mas exige a cada cual lo suyo!!! Super recomiendo,,,"Lunes- viernes 8:30 a. m.–9:30 p. m. sábado, 12:30 a. m.–1:30 p. m.",9JWF+JX Cdad. Autónoma de Buenos Aires,"Google maps, IG",12-11-25,EL ig que encuentro dice que está en Olivos.,
Ayla Studio Pilates,"Paraná 982, C1017 Cdad. Autónoma de Buenos Aires",San Nicolás,1139306348,,https://www.instagram.com/ayla.studio.pilates/#,688,"4,0x23",,-,Básico,Fitfit,"Hace 2 meses excelente experiencia, notable dedicación personal de la profesora, grupo de gente cálido, y como corolario muy feliz: desaparecieron las brutales contracturas en mi espalda, siento que respiro mucho mejor y mi postura ha cambiado! muchas gracias a Sol, a Nadia, excelentes profesionales. Susana De Mola",-,,"Lunes a viernes de 8 a. m.–3 p. m., 4–9 p. m.","CJ36+2M Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, IG",12-11-25,,
Plena Pilates,"Paraguay 643, C1057 Cdad. Autónoma de Buenos Aires",Retiro,1157575831,cámara ,https://www.instagram.com/estudioplena/?hl=es-la#,1578,"4,7x15",,P&P,"Equipado, luminoso, paleta de colores en torno al malva, pared y pelotas.",,"3 semanas atrás: Voy desde hace mucho tiempo y es un muy buen lugar para hacer pilates. Tienen varios equipos para usar y las profesoras adaptan las clases al nivel de cada alumno, nunca te aburrís. Hace 2 meses: Conozco a Moni y Plena Pilates hace 10 años. Moni, Ceci y las profes del estudio son lo más. En momentos en los que no pude ir a Plena( por cercanía) probé otros lugares y, realmente, ninguno estaba a la altura. Las clases son totalmente personalizadas y centradas en aquello que quieras mejorar o trabajar. Me ha pasado de llegar contracturada e irme bien. Los valores son más que accesibles y hay todo tipo de aparatos","Soy Moni!, por siempre bailarina. Mami de Juani.Dirijo un estudio del Método Pilates. Usamos la linea completa de equipos que Joseph Pilates creó",,"Lunes a viernes, 8 a. m.–9 p. m. sábado, 9 a. m.–12 p. m.","CJ3F+2H Buenos Aires, Cdad. Autónoma de Buenos Aires","Instagra, google maps",14-08-25,La instructora tiene formación como bailarina.,
VIC Pilates Arg,"Paraguay 754, C1057AAJ Cdad. Autónoma de Buenos Aires",Retiro,1139346046,cámara,https://www.instagram.com/vicpilates.arg/,611,"5,0x22",,-,"Equipado, iluminado, reformer sin marca identificada, pelotas grises, luces, espejos.",,"Hace 7 meses: Súper recomendable... He ido a muchos lugares de Pilates y encontrar una profe como Vicky es lo mejor que te puede pasar, una profesional con todas las letras, tan atenta a tus necesidades, asistiéndote desde el primer momento, lo veo en cada persona que ingresa al local. Las camas impecables y totalmente nuevas. El lugar, el ambiente super cálido. Vicky... te busqué, te encontré, te elijo y no te suelto... Gracias!",-,,"Lunes a viernes, 8 a. m.–8 p. m.","CJ2C+WX Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram",14-08-25,Seguidora de Auténtico pilates.,
MDC pilates,"Av. Sta. Fe 882, B1011 Cdad. Autónoma de Buenos Aires",Retiro,1166884514,,https://www.instagram.com/mdc.pilates/#,438,"5,0x38",,-,Básico,,"Hace un año: Un lugar cálido, profesional, la mejor profe. Carmen nos cuida y nos acompaña en los procesos. Mi experiencia es post cirugia de columna y estoy FELIZ. Mejoro mi movilidad, tonicidad muscular, tengo más fuerza y me siento super bien. Trato personalizado.","En Mdc Pilates, creemos en fortalecer tanto el cuerpo como la mente. Nuestro enfoque no solo se centra en mejorar la forma física, sino también en cultivar una presencia poderosa a través de la flexibilidad y la autenticidad. Súmate a nosotros para descubrir cómo una mente menos rígida puede potenciar tu presencia en cada aspecto de tu vida","REFORMER, MAT, YOGA, ESFERODINAMIA","Lunes a viernes, 8 a. m.–8 p. m.","CJ3C+V5 Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram",14-08-25,,
BODY LIFE PILATES,"Marcelo Torcuato de Alvear 1227, 1085 Autónoma de Buenos Aires, Cdad.",Retiro,1124773387,,https://www.instagram.com/bodylifepilates.recoleta/#,1121,"5,0x2",https://bodylifepilates.com.ar/,-,"Tonalidades en torno al verde, pintura de hojas en pared,pelotas grises y verdes. Reformer sin marca identificada.",,"Hace 1 día: Hermoso lugar!! Amo al profe Sergio, es lo más, haces pilates como en casi ningún lugar, fui a varios y como él ninguno!! Empecé hace 3 meses y junto con la dieta y sus ejercicios me cambió el cuerpo a full… te ayuda con todo y te da una clase súper intensa que es lo que me sirve, sin hablar de la entrada en calor y el estiramiento que son lo más!! Si tu meta es bajar de peso y hacer algo para zafar del gym y encima pasarla genial, te lo recomiendo.",.,,"Lunes a viernes, 8 a. m.–9 p. m. sábado, 9 a. m.–1 p. m.",CJ38+74 Cdad. Autónoma de Buenos Aires,"Google maps, intagram, web",14-08-25,"Tienen dos sedes, retiro y caballito.",
