nombre_del_estudio,direccion,barrio,telefono,email,instagram,seguidores,puntaje_google,web,fabricantes_ref,diseno,app,resena_destacada,presentacion,servicios_adicionales,horario,codigo_plus,fuente_de_datos,fecha_recoleccion,observaciones,cantidad_resenas,comuna,zona,tiene_instagram,tiene_web,tiene_email,tiene_app,presencia_digital,tiene_telefono,n_canales_contacto,n_fabricantes,fabricante_multiple
"HAUS, Casa de Pilates","Irigoyen &, San Blas, Cdad. Autónoma de Buenos Aires",Vélez Sársfield,1121841731.0,,haus.casadepilates,252.0,5.0,,Studio Moderna,"Equipado, iluminado, minimalista- moderno.",,"Hace 7 meses: Impecable, altamente capacitada la profe , super paciente, amorosa , dedicada a full, respeta los tiempos de cada uno. Ambiente super acogedor , el mejor lugar de Versalles sin dudas.",,,"Lunes a jueves 8:30 a. m.–8 p. m. viernes, 8:30 a. m.–7 p. m.","9F8Q+XJ Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram 1",02-09-25,,13.0,,,True,False,False,False,1,True,2,1,False
Palacio Fit,"Av. Asamblea 142, C1424COO Cdad. Autónoma de Buenos Aires",Parque Chacabuco,1122769690.0,,palacio.fitness,1431.0,,http://palacio.fitness/,,"Amplio, diseño de colores en torno al rojo y al negro. Reformer clásicos, pelotas rojas.",,-,.,Pilates circuito. Tiene bicicletas estáticas.,Lunes a domingo de 8 a. m.–9 p. m.,"9H9C+8W Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram",14-09-25,Espejos ovalados.,,7.0,Oeste,True,True,False,False,2,True,3,0,False
Espacio fit,"Doblas 1356, C1424BMB Cdad. Autónoma de Buenos Aires",Parque Chacabuco,1126743485.0,,espaciofitok,2591.0,4.8,,P&P,Básico.,,Hace 5 meses: Un lugar preparado para entrenar de acuerdo a tus metas! Los profes son excelentes! Al igual que sus clases! Yo hago funcional y pilates! Pero hay de todo! Los chicos de recepción también son lo más! No duden en ir y probar!,Centro de actividades deportivas y de la salud,"Gimnasia, zumba, yoga, boxeo.",Lunes a domingo de 8 a. m.–9 p. m.,"9H9C+4Q Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram",14-09-25,,81.0,7.0,Oeste,True,False,False,False,1,True,2,1,False
Étoile Pilates Studio,"Tejedor 244, C1424 Cdad. Autónoma de Buenos Aires",Parque Chacabuco,111572457235.0,,etoile.pilates,505.0,3.0,,,"Moderno, amplio, tonalidades en torno al beige.",,"semanas atrás: Nueva: Muy decepcionante. La atención al cliente deja mucho que desear. Reservé clases con anticipación y, al llegar, todo estaba ocupado. Una falta total de organización y respeto hacia los clientes. No lo recomiendo en absoluto.",-,,"Lunes a viernes de, 8 a. m.–9 p. m. sábado, 9 a. m.–2 p. m.","9H9C+X4 Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram",14-09-25,Espejos ovalados.,2.0,7.0,Oeste,True,False,False,False,1,True,2,0,False
Estudio Taoyqi,"Del Barco Centenera 1207, C1424 Cdad. Autónoma de Buenos Aires",Parque Chacabuco,1155051928.0,,taoyqi,5885.0,4.7,http://www.taoyqi.com.ar/,,-,,Hace un año: Mi suegra concurrió a una clase con unos de los profesores y le comentó que no podía realizar ciertos movimientos y que sabía que necesitaba una rutina adaptada. El profesor sabiendo todo esto no mostró empatía y en ningún momento se interesó por la situación que le había comentado. Lugar no recomendable,Centro de formación holística y transpersonal.,,Lunes a viernes de 9:00 a 13:00 y de 17:00 a 20:00.,"9H87+P7 Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, web, instagram",14-09-0254,,26.0,7.0,Oeste,True,True,False,False,2,True,3,0,False
MR Pilates Reformer @mrpilatesreforme,"Av. La Plata 1711, C1250 Cdad. Autónoma de Buenos Aires",Parque Chacabuco,111537028359.0,,mrpilatesreformer,880.0,5.2,,,"Básico. Amplio, linda vista. Tonalidades en torno al violeta",,,,,Lunes a sábado de 9 a. m.–9 p. m.,"9H7F+WX Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram",14-09-25,Da Clases a adultos mayores,62.0,7.0,Oeste,True,False,False,False,1,True,2,0,False
Paloma Pilates,"Av. José María Moreno 1924, C1424 Cdad. Autónoma de Buenos Aires",Parque Chacabuco,1173641200.0,,pilatespaloma,1118.0,5.0,,,básico,,Hace 11 meses: La mejor profe Lourdes de pilates!!! Te super cuida y da acordé a lo que necesita cada uno por su salud. Las clases son super lindas y variadas.,-,"Pilates Reformer, Pilates Mat, Streching","lunes, miércoles y vienes de 8 a. m.–12 p. m., 3–8 p. m. martes y jueves de 8 a. m.–12 p. m., 4–8 p. m.","9H59+PG Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram",14-09-25,,14.0,7.0,Oeste,True,False,False,False,1,True,2,0,False
MirianG.- Espacio de Pilates,"Victor Martínez 1754, C1406 Cdad. Autónoma de Buenos Aires",Parque Chacabuco,35879906.0,,miriang._espacio_de_pilates,,4.8,,Reformer de caño,básico,,"Hace un mes: Desde enero tomo clases con Miri, no solo me volvi FAN sino que tambien encontre constancia y disciplina. Hoy en dia voy tres veces por semana y MAS que feliz. Miri es excelente profesional, gran profe y persona!!! Siempre esta atenta a sus alumnos, nos cuida fisicamente y tambien nos mima! La super recomiendo",,"Tallerista, facilitadora, pintora, instructora de Pilates con enfoque terapéutico, profesora de Hatha Yoga","Lunes a jueves 9 a. m.–9 p. m. viernes, 9 a. m.–8 p. m.","9H66+2G Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram",14-09-25,,35.0,7.0,Oeste,True,False,False,False,1,True,2,1,False
Pilates Flow Chacabuco,"Av. Asamblea 1436, 1095 Cdad. Autónoma de Buenos Aires",Parque Chacabuco,1138776699.0,,pilatesflow.chacabuco,1261.0,4.6,,,Básico.,,"Hace un mes: Me encanta el lugar, la atencion es excelente y las clases tambien, variedad de horarios de pilates y tambien las de yoga;instalaciones nuevas y cuidadas, los profes genial; el sistema me encanta porque puedo acomodar las clases a mis horarios",,,"Lunes a viernes, 8 a. m.–9 p. m. sábado, 9 a. m.–1 p. m.","9H74+82 Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram",14-09-25,,10.0,7.0,Oeste,True,False,False,False,1,True,2,0,False
Oasis Pilates,"1406, Cdad. Autónoma de Buenos Aires",Parque Chacabuco,1158066440.0,,oasisstudio.pch,194.0,4.2,,,Básico,,Hace 11 meses: Buscaba un lugar para hacer pilates encontré pch .. me agendo para un miércoles a las 20..(el lunes ) llegue a la clase que no me quedaba cerca en lo absoluto.. y me había agendado mal.. nunca me avisó.. me pareció una falta de respeto y poco profesional.. encima no estaba la persona que me agendo.. habia otra profesora que no tenía ni idea de nada... Un desastre cero recomendable.. le mandé mensaje x Whatsapp y reaccionó con una cara triste.. xx dios...bronca que no tomen en serio a la gente,,,"Lunes a jueves de 9 a. m.–12 p. m., 2–9 p. m. viernes y sábados, 9 a. m.–12 p. m.",9H83+45 Cdad. Autónoma de Buenos Aires,"Google maps, instagram",14-09-25,,5.0,7.0,Oeste,True,False,False,False,1,True,2,0,False
HA! Pilates y Bienestar,"Av. Carabobo 602, C1406DGT, Cdad. Autónoma de Buenos Aires",Parque Chacabuco,9112333465.0,,ha.pilates.bienestar,440.0,5.0,https://hapilatesybienestar.com/,RM,Básico,,,"En HA! Pilates Bienestar creemos que el trabajo corporal es esencial para lograr la armonía. La consciencia del propio cuerpo y su fortalecimiento se consiguen a través de los preceptos de esta técnica que busca concentración, control, centro (powerhouse), fluidez, precisión y respiración, como herramientas hacia el éxito de la práctica.",,"Lunes a viernes de 8 a. m.–7 p. m. sábado, 9–11 a. m.",9G8W+HP Cdad. Autónoma de Buenos Aires,"Google maps, Instagram",14-09-25,,12.0,7.0,Oeste,True,True,False,False,2,True,3,1,False
Toulouse Pilates Chacabuco,"Baldomero Fernández Moreno 1263, C1406HHC Cdad. Autónoma de Buenos Aires",Parque Chacabuco,1123991880.0,,-,,4.8,http://www.toulousepilates.com/,P&P,"Amplio, tonalidades rosa pastel, marrón claro, trabajo en madera.",,Hace 4 meses: Lugar excelente resultados positivos un gusto ir,,,"Lunes a viernes de 8 a. m.–3 p. m., 5–9 p. m. sábado, 10 a. m.–2 p. m.","9H94+85 Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram",14-09-25,"Tiene 4 sedes. Palermo, colegiales, cañitas y Chacabuco.",41.0,7.0,Oeste,True,True,False,False,2,True,3,1,False
Vidamí Pilates Mat,"Emilio Mitre 751, C1424 Cdad. Autónoma de Buenos Aires",Parque Chacabuco,1130221215.0,,vidami.pilates,297.0,5.0,,,Pilates mat,,"Hace 9 meses: Muy lindas clases, la profe muy atenta a las participantes, super buena onda. Es un gran lugar para reencontrarse con la actividad física en un ambiente respetuoso. La super recomiendo!",,,"lunes, miércoles y viernes de 6–8 p. m.","9H95+Q3 Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, instagram",14-09-25,,7.0,7.0,Oeste,True,False,False,False,1,True,2,0,False
YB estudio Pilates,"Del Barco Centenera 884, C1424 Cdad. Autónoma de Buenos Aires",Parque Chacabuco,1176252842.0,,ybestudiopilates,222.0,4.2,,,Básico.,,una semana atrásNueva: … El lugar es muy malo en organización y en atención al cliente no lo recomiendo! Gracias por nada pero decidí buscarme otro lugar! pd: no le pongo 0 estrellas solo porque no se puede.,,,"Lunes a viernes de 9 a. m.–9 p. m. sábado, 10 a. m.–3 p. m.","9HC6+4G Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram",14-09-25,,10.0,7.0,Oeste,True,False,False,False,1,True,2,0,False
Ananda Pilates,"Del Barco Centenera 860, C1424AMR Cdad. Autónoma de Buenos Aires",Parque Chacabuco,1144147664.0,,pilates_ananda,447.0,4.9,,,Básico,,"Hace un mes: El lugar es hermoso, la atención aún mejor. Calidad y trato que dan ganas de volver.",,"Pilates Mat, Flexiblilidad, Zumba, Yoga Integral, Entrenamiento Funcional, Taller de Teatro","lunes, miércoles y viernes 8 a. m.–12 p. m., 5–9 p. m. martes y jueves 8 a. m.–12 p. m., 2–6 p. m.","9HC6+6C Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram",14-09-25,,17.0,7.0,Oeste,True,False,False,False,1,True,2,0,False
Etnya Pilates Craig,"Zuviría 601, C1424CKM C1424CKM, Cdad. Autónoma de Buenos Aires",Parque Chacabuco,,,etnyapilates,3628.0,3.9,,,"Equipado, básico.",,"Hace un año: pésima atención, tardan una semana en responder un whatsapp y se hace imposible coordinar para las clases. una lástima",,,,9HC8+65 Cdad. Autónoma de Buenos Aires,Google maps instagram,14-09-25,,14.0,7.0,Oeste,True,False,False,False,1,False,1,0,False
Vibra Pilates Consiente,"Gregorio de Laferrère 3836, C1407HQF Cdad. Autónoma de Buenos Aires",Parque Avellaneda,,,espaciovibra.pilates,1166.0,4.4,,,Básico,,Hace 3 meses: Luego de una cirujía de espalda encontré el lugar perfecto para recuperarme física y espiritualmente. Gracias a Caro y sus profes. Sumamente recomendable.,,,,"9G3H+X8 Buenos Aires, Cdad. Autónoma de Buenos Airesg","Google maps, Instagram",14-09-25,,7.0,9.0,Oeste,True,False,False,False,1,False,1,0,False
JOA estudio de pilates,"Av. Directorio 3526, C1407 Cdad. Autónoma de Buenos Aires",Parque Avellaneda,111530197270.0,,joaestudiodepilates,281.0,5.0,,,Básico,,"3 semanas atrás: Nueva. Es terapéutico! Me dolía la espalda, me sentía pesada y cansada todo el tiempo. Ahora me siento distinta. Es un espacio para desconectar del laburo, dedicado a nosotros/as. No importa la edad o el sexo , todos podemos hacerlo. Nos merecemos sentirnos bien.",,,"Lunes a viernes 8 a. m.–1 p. m., 3–9 p. m. sábado, 9 a. m.–4 p. m.","9G6G+P4 Buenos Aires, Cdad. Autónoma de Buenos Airesg","Google maps, Instagram",14-09-25,,2.0,9.0,Oeste,True,False,False,False,1,True,2,0,False
MWD,"Av. Piedra Buena 4772, C1439GWR Cdad. Autónoma de Buenos Aires",Villa Lugano,1137558285.0,,mwdpilates,2255.0,4.8,,,Básico. Pelotas azules.,,Editado Hace 5 meses: Excelente la profe Yami y todo su equipo! Da gusto venir a entrenar. Amo también mis a compañeras de turno,,,"Lunes a viernes 8 a. m.–12 p. m., 3–9 p. m. sábado, 9 a. m.–1 p. m.","8G7F+F7 Buenos Aires, Cdad. Autónoma de Buenos Aires",Google maps,14-09-25,,34.0,8.0,Sur,True,False,False,False,1,True,2,0,False
Gran Cóndor Fitness,"Aquino 6393, C1439 Cdad. Autónoma de Buenos Aires",Villa Lugano,1136270530.0,,grancondor.fitness,1348.0,5.0,https://grancondor.fitness/,,Básico,,una semana atrás Nueva: Hermoso gym! Hago pilates y las profes son excelentes. Las clases súper variadas y con muchos elementos para utilizar. Relación precio calidad 10/10.,,"Zumba, yoga","lunes, 8 a. m.–12 p. m., 4–9 p. m. martes, miércoles y jueves 8 a. m.–12 a. m. viernes, 4 p. m.–12 a. m. sábado, 8 a. m.–12 a. m.","8GC8+3J Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, instagram",,Info en IG a través de memes..,49.0,8.0,Sur,True,True,False,False,2,True,3,0,False
Yola_juana,"Av. Larrazábal 3721, C1439 Cdad. Autónoma de Buenos Aires",Villa Lugano,1152594994.0,,yola_juana,2088.0,4.6,,Del Río Pilates,básico,,No hay recientes,,,,"8GGF+CQ Buenos Aires, Cdad. Autónoma de Buenos Airesg","Google maps, IG",14-09-25,,5.0,8.0,Sur,True,False,False,False,1,True,2,1,False
Kyo Pilates,"Marcelo Gamboa 6351, C1408AQE C1408AQE, Cdad. Autónoma de Buenos Aires",Versalles,,,,493.0,5.0,,,,,,,,,9F9G+HW Cdad. Autónoma de Buenos Aires,"Google maps,",14-09-25,Muy poca información disponible,2.0,10.0,Oeste,False,False,False,False,0,False,0,0,False
Shyvana Pilates,"Bruselas 511, C1408 Cdad. Autónoma de Buenos Aires",Versalles,1153331438.0,,shyvanapilates/reels,400.0,5.0,,Studio Moderna,Tonalidades en torno al malva. Básico.,,"Editado Hace 5 meses: Shyvana Pilates, este lugar es increíble por su ambiente tranquilo, relajado y sobre todo, destacar la profesionalidad de Bety, Excelente!!! Ofrecen clases con opciones grupales o individuales. Las clases de Pilates son perfectas para mejorar tu flexibilidad, fortalecer tu core y corregir tu postura; todo mientras reduces el estrés y aumentas tu concentración. ¡Es una práctica ideal para todas las edades y niveles de condición física!",,,"Lunes a viernes de 8 a. m.–12 p. m., 5–9 p. m.","9F9H+2C Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, IG",14-09-25,,20.0,10.0,Oeste,True,False,False,False,1,True,2,1,False
Maximo Pilates,"Av. Juan Bautista Justo 9101, C1408 C1408AKT, Cdad. Autónoma de Buenos Aires",Versalles,,,maximopilates,8176.0,4.4,,FOX,Tonalidades en torno al verde. Básico.,,"Hace un año: AGUANTE MAXIMO! Elegiría una y mil veces este estudio para entrenar. Hermoso lugar, ambiente y calidad de personas. Ni hablar de la limpieza, el cuidado de los elementos y la atención siempre hasta al mínimo detalle. Profesionalismo ante todo y clases más originales imposible!!!!",,,"lunes, miércoles y viernes de 8 a. m.–9 p. m. martes y jueves 5–9 p. m.",9F8M+R4 Cdad. Autónoma de Buenos Aires,"Google maps, IG",15-09-25,,34.0,10.0,Oeste,True,False,False,False,1,False,1,1,False
Bloom Pilates,"Cortina 2096, C1408 Cdad. Autónoma de Buenos Aires",Villa Real,1155860166.0,,somosbloompilates,548.0,5.0,,Studio Moderna,Básico,,,,,Lunes a viernes de 9 a. m.–8 p. m.,"9FHG+4V Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, IG",15-09-25,,1.0,10.0,Oeste,True,False,False,False,1,True,2,1,False
Toulouse Pilates Colegiales,"Av. Álvarez Thomas 636 1B, C1426 Cdad. Autónoma de Buenos Aires",Colegiales,1169627399.0,,,,4.3,,,,,Hace 5 meses: Pensé que había encontrado un buen lugar para hacer Pilates y me equivoqué. El estudio está bueno pero tienen pocas camas. Supuestamente en cada clase ibas rotando usar camas o el piso; en mi caso no tuve opción. Si te da lo mismo hacer pilates en el suelo o en camas…claramente para mí no es mismo. Solo 1 de las 3 profesoras con las que tuve clases fue excelente. El resto fueron un poco descortés y no prestaban atención si estabas haciendo bien o no los ejercicios. Espero que mis comentarios les ayuden a mejorar. Saludos,,,"Lunes a viernes de 8 a. m.–12 p. m., 5–7 p. m.","CG9X+R9 Buenos Aires, Cdad. Autónoma de Buenos Aires",,15-09-25,Datos cargados en Parque Chacabuco. Tiene 4 sedes.,10.0,13.0,Norte,False,False,False,False,0,True,1,0,False
Alquimia Pilates,"C1427EDP Av Federico Lacroze, Charlone y, Buenos Aires",Chacarita,45551255.0,,pilatesalquimiachacarita,103.0,4.7,http://www.pilatesalquimia.com.ar/,,Básico. Espacio pequeño.,,"Hace 4 meses: Vengo hace dos años y siempre tengo la mejor experiencia! Super profesionales y personalizadas las clases de pilates, excelentes todas las profes",-,"Actividades orientadas al bienestar: Pilates, Gimnasia Postural, Entrenamiento funciinal y Metabólico. Atención personalizada- capacitacion continua.",Lunes a sábados de 9 a. m.–9 p. m.,"CG8X+Q2 Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, IG, web",15-09-25,,63.0,15.0,Norte,True,True,False,False,2,True,3,0,False
Espacio Mat - CLASES ONLINE de Pilates - Elongación - Yoga,"Delgado 600, C1426 Cdad. Autónoma de Buenos Aires",Colegiales,1131052524.0,,espaciomat,5322.0,5.0,,,http://www.youtube.com/c/In%C3%A9sTorresCappiello,,"Hace 7 meses: Las clases de Inés son las mejores: una formación sólida e integral, una claridad en la manera de transmitir el conocimiento, y un cuidado personalizado hacia cada alumno. Con ella logré aprender a tratarme con amabilidad, paulatinamente, conociendo mis límites, explorándolos de a poco, y viendo los progresos y el bienestar que se consigue desde el primer día con sus clases. Además, como Inés tiene una formación integral, es una guía e inspiración para mi, tanto para cuidar mi propio cuerpo, como desde la parte docente. Recomiendo tomar sus clases, entregarse al proceso, y disfrutar de cada ejercicio. Gracias Ine por todo!!! Le mejor profe!","Ofrecemos bienestar para tu cuerpo y mente a través CLASES ONLINE, en vivo y grabadas. PILATES - ELONGACIÓN - YOGA – POSTURAL.",,Lunes a viernes de 8 a. m.–8 p. m.,"CG9X+XR Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, Instagram, youtube",15-09-25,La instuctora tiene formación en danza.,7.0,13.0,Norte,True,False,False,False,1,True,2,0,False
Pilates Estudio MCM,"Gral. Enrique Martínez 1190 2° C, C1426 Cdad. Autónoma de Buenos Aires",Colegiales,111526710641.0,,pilatesestudiomcm,236.0,5.0,https://sites.google.com/view/pilatesestudiomcm/inicio,,"Iluminado, pelotas malvas.",,"Hace 4 meses: Hermoso lugar te hacen sentir muy cálido, la atención personalizada para cada alumna de 10. Vale la pena","En Pilates Estudio MCM, somos un estudio especializado en Pilates Terapéutico y Métodos Conscientes de Movimiento ubicado en el barrio de Colegiales. Ofrecemos clases diseñadas a medida, respetando tu historia personal, tu cuerpo y tu manera única de sentir.Creemos en una forma de moverse que va más allá del ejercicio físico: trabajamos desde un enfoque integral que contempla lo físico, lo emocional y lo energético. Cada sesión es una experiencia profunda y personalizada, guiada con presencia, compromiso y escucha. Nuestro objetivo es acompañarte en tu proceso de transformación y bienestar, integrando técnicas que favorecen la conciencia corporal, la rehabilitación y el equilibrio interno.",,"Lunes a viernes 8 a. m.–9 p. m. sábado, 8 a. m.–12 p. m.","CGFR+HW Buenos Aires, Cdad. Autónoma de Buenos Aires","Google maps, IG, web",15-09-25,"Muy buena la web y los mensajes de las redes. La instructora tiene formación en danza. OJO, hace un trabajo serio, podríamos entrevistarla.",7.0,13.0,Norte,True,True,False,False,2,True,3,0,False
